Date Made Public,Company,State,Type of breach,Type of organization,Total Records,Description of incident,Information Source,Source URL,Year of Breach,Latitude,Longitude,breach_type_gA,breach_type_gB,breach_type_gC,breach_type_gD,region_A,region_B,age_of_Law,org_group,records_group,records_index,records_scale,type_scale,org_scale,severity_index1,severity_index2,severity_index3,severity_index4,severity_index5
2011-06-03,"MMM Healthcare, Inc.",Puerto Rico,STAT,MED,29143,The March 8 theft of a computer resulted in the exposure of protected patient information.  ,HHS via PHIPrivacy.net,,2011,18.466334,-66.105722,Others,Mixed,Others,Local,Non_US,Non_US,Puerto Rico,F_regulated,Others,0.035045761384807014,10.0,7,10,17.0,20.0,27.0,9.0,3.0
2011-06-09,The VA Caribbean Healthcare System,Puerto Rico,PHYS,MED,1691,Veterans and staff had their personal information left unsecured in an open area in the San Juan VA Medical Center. Some of the information included patient care assignment documents with names and Social Security numbers an counseling letters.  It is not clear what type of staff information was exposed.  The information was supposed to have been shredded. The incident occurred sometime before March 30 and VA Caribbean placed a notification on their website on May 20.,PHIPrivacy.net,,2011,18.466334,-66.105722,Others,Mixed,Offline,Local,Non_US,Non_US,Puerto Rico,F_regulated,Others,0.002033503156905901,10.0,7,10,17.0,20.0,27.0,9.0,3.0
2011-06-09,Healthcare Partners,California,STAT,MED,15727,"Nineteen computers were stolen during an office burglary on Monday, April 18.  Administrative information such as names, addresses, dates of birth, medical record numbers, and health insurance plan ID numbers were exposed.  Sensitive medical information such as treating physician names, diagnoses, treatment plans, progress notes, prescriptions, referrals, and authorizations were also exposed. A safe with 16 patient checks and 60 patient credit card receipts was also stolen.",PHIPrivacy.net,,2011,33.804167,-118.158056,Others,Mixed,Others,Local,West,West,16,F_regulated,Others,0.018912421140543527,10.0,7,10,17.0,20.0,27.0,9.0,3.0
2011-06-10,Ravenel Elementary School,South Carolina,PORT,EDU,15,"A Memorial Day weekend office burglary resulted in the theft of two laptops and a flash drive.  The flash drive may have contained student information.  This potential exposure includes copies of Medicaid release forms with student names, parent names and Medicaid numbers.",Databreaches.net,,2011,34.685656,-82.953204,Others,Mixed,Offline,Local,South,Southeast,10,F_regulated,Others,1.803817111389031e-05,9.99999694097773,7,8,16.99999694097773,17.99999694097773,24.99999694097773,8.333332313659243,2.333328234966004
2011-06-08,University of Mary Washington (UMW),Virginia,DISC,EDU,7566,"A student discovered student data files on a departmental EagleNet site while searching the EagleNet portal for his own information.  A total of three students accessed the sensitive files and were interviewed.  Student names, Social Security numbers and dates of birth were accessible.  The information was accidentally placed their by a faculty or staff member and reported on May 23.",Databreaches.net,,2011,38.303184,-77.46054000000001,Others,Insider,Others,Network,South,Southeast,11,F_regulated,Others,0.009098453509846272,10.0,1,8,11.0,18.0,19.0,6.333333333333333,22.333333333333336
2011-06-08,"LexisNexis, Onyx Collections and Locators Services Inc.",Florida,HACK,BSO,74,"Sensitive information was exposed by a breach at Onyx Collections.  Someone connected to Onyx Collections was misusing Onyx Collections' search account to access the personal information of people.  LexisNexis discovered the problem after conducting an audit of Onyx Collections. From September 10, 2009 through March 2, 2011, Onyx Collections had access to names, addresses, dates of birth, driver's license numbers and Social Security numbers of at least 74 people from New Hampshire.  The total number of people affected nationwide has not been revealed.",Databreaches.net,,2011,26.358689000000002,-80.08309799999999,Hacker,Outsider,Online,Network,South,Southeast,14,non_F_regulated,Others,8.898831082852553e-05,10.0,10,6,20.0,16.0,26.0,8.666666666666666,5.333333333333334
2011-06-12,"Southern California Medical-Legal Consultants, Inc. (SCMLC)",California,DISC,BSO,300000,"A data security firm discovered that SCMLC data was available online.  The names and Social Security numbers of around 300,000 people who applied for California workers' compensation benefits may have been accessed by unauthorized parties.",Databreaches.net,,2011,33.741406,-118.10478700000002,Others,Insider,Others,Network,West,West,16,non_F_regulated,Others,0.36076342227780617,10.0,1,6,11.0,16.0,17.0,5.666666666666667,20.333333333333336
2011-06-11,Penn State Altoona,Pennsylvania,HACK,EDU,12000,"A virus infected a Penn State Altoona computer that contained the names, addresses and Social Security numbers of alumni, faculty and staff members.  The virus appeared on the computer sometime during the spring semester and was discovered on March 15.  Those who were affected were not notified until June because the full list of affected people and their contact information had to be obtained by investigators.  Only alumni with identical Social Security numbers and student IDs were affected.",Databreaches.net,,2011,40.518681,-78.394736,Hacker,Outsider,Online,Network,Northeast,Northeast,13,F_regulated,Others,0.014430536891112247,10.0,10,8,20.0,18.0,28.0,9.333333333333334,1.3333333333333335
2011-06-05,Casa Grande Justic Court,Arizona,INSD,GOV,200,A court clerk took court documents home in an attempt to hide the fact that she had not done the work.  The employee was fired and could be charged with tampering with public records.  No malicious intent is suspected.  It is believed that the employee hid years of backlogged records and eventually took them home to continue concealing them.,Databreaches.net,,2011,32.879502,-111.757352,Others,Insider,Others,Others,West,Southwest,13,non_F_regulated,Others,0.0002405089481852041,10.0,7,1,17.0,11.0,18.0,6.0,21.0
2011-06-04,Infragard,Georgia,HACK,BSO,180,"The hacking group known as LulzSec published 180 usernames, hashed passwords, plain text passwords, names and email addresses from the organization.  Infragard is a non-profit that attempts to serve as an interface between the private sector, individuals and the FBI.  LulzSec targeted the organization because of its connection to the FBI.UPDATE (6/24/2011): Infragard Connecticut may have also been breached during June.  Lulz Security (LulzSec) claims to have the information for over 1,000 accounts.",Databreaches.net,,2011,33.748995,-84.387982,Hacker,Outsider,Online,Network,South,Southeast,14,non_F_regulated,Others,0.0002164580533666837,10.0,10,6,20.0,16.0,26.0,8.666666666666666,5.333333333333334
2011-06-17,"Area Agency on Aging, Inc.",Ohio,PORT,MED,78000,"The June 3 theft of a laptop from an employee's car resulted in the exposure of consumer information.  The laptop was assigned to a PASSPORT case manager.  It contained the health information of 43,000 consumers and the personal contact information of 35,000 related clients' personal representatives.  ",PHIPrivacy.net,,2011,40.758390000000006,-82.515447,Others,Mixed,Offline,Local,Midwest,Midwest,13,F_regulated,Others,0.0937984897922296,10.0,7,10,17.0,20.0,27.0,9.0,3.0
2011-06-17,Boulder Community Hospital,Colorado,INSD,MED,74,"A contract nurse is accused of accessing patient information without authorization.  He faces a 90-count felony indictment.  He allegedly used the Social Security numbers and other private information found in patient files to open credit cards in patients' names.  The nurse was hired through a staffing agency.  He worked at Boulder Community between May 1, 2010 and January 7, 2011.  Police later notified Boulder Community on May 11, 2011 that the former employee was suspected of stealing patient demographic information from other hospitals.UPDATE (9/27/2011): The nurse faces five counts of identity theft and 46 counts of theft of medical records in connection to this incident.  The former employee worked at a staffing agency and performed work for numerous Centura Health facilities, the Platte Valley Medical Center, and Boulder Community Hospital.  UPDATE (12/6/2011): The nurse was sentenced to six years probation after being charged with multiple felony counts of identity theft and theft of medical records.  It was also revealed that the dishonest employee worked at St. Anthony's Hospital in Lakewood, Colorado.  ",PHIPrivacy.net,,2011,40.014986,-105.270546,Others,Insider,Others,Others,West,West,13,F_regulated,Others,8.898831082852553e-05,10.0,7,10,17.0,20.0,27.0,9.0,3.0
2011-06-20,Associated Credit Union,Georgia,HACK,BSF,100,About 100 Associated Credit Union members have experienced fraudulent checking account charges.  A breach of check and ATM card information may have been caused by a breach of Associated Credit's processing company.  This could mean that customers of other financial institutions connected to the transaction processing company are at risk.  The customer information was used to make fake cards and the cards were sold throughout the country.  The date the breach occurred is unknown.,Databreaches.net,,2011,33.941213,-84.213531,Hacker,Outsider,Online,Network,South,Southeast,14,F_regulated,Others,0.00012025447409260205,10.0,10,9,20.0,19.0,29.0,9.666666666666666,0.3333333333333333
2011-06-21,Foothills Nephrology Associates,South Carolina,PORT,MED,1280,"A company laptop was stolen from physician's vehicle on the night of April 27.  Patient names, dates of birth and clinical information were on the laptop.  It did not contain Social Security numbers or financial information.",PHIPrivacy.net,,2011,34.949567,-81.932048,Others,Mixed,Offline,Local,South,Southeast,10,F_regulated,Others,0.0015392572683853062,10.0,7,10,17.0,20.0,27.0,9.0,3.0
2011-06-19,Sega ,London,HACK,BSR,1290000,"The SEGA Pass website was hit by hackers sometime around June 16.  Sega Europe in London operates the website, but customers worldwide may have been affected.  No credit card information was exposed, but names, dates of birth, email addresses and encrypted passwords were stolen by the hackers. Sega recommends that customers change login information for other sites if they used the same login information for SEGA Pass. Sega reported that 1,290,755 customers were affected.",Databreaches.net,,2011,51.507351,-0.12775799999999998,Hacker,Outsider,Online,Network,Non_US,Non_US,London,non_F_regulated,Others,1.5512827157945666,10.0,10,3,20.0,13.0,23.0,7.666666666666667,16.333333333333336
2011-06-26,Public Broadcasting Service (PBS),Virginia,HACK,NGO,69000,"Hackers managed to obtain a number of administrative usernames and passwords for the PBS website.  PBS became aware of the intrusion when a phony news story was placed on the website in late May.  The login information for over 200 database users was later posted on the internet.  Hackers then began releasing additional information on the PBS website and member database.  The names, addresses, email addresses of subscribers. The hackers claim that they may release phone numbers and passwords of PBS members as well.  Wyoming PBS was also breached.",Databreaches.net,,2011,38.87997,-77.10677,Hacker,Outsider,Online,Network,South,Southeast,11,non_F_regulated,Others,0.08297558712389541,10.0,10,1,20.0,11.0,21.0,7.0,27.0
2011-06-24,California Department of Public Health (CDPH),California,PORT,GOV,9000,"The workers' compensation information of 9,000 current and former state employees was copied onto a private hard drive without authorization.  The hard drive was removed from the state offices by an employee, but was recovered.  The CDPH security system detected unusual activity on April 5 and the employee responsible was discovered.  The employee was placed on administrative leave until the completion of the investigation.  Most current CDPH and California Department of Health Care Services (DHCS) employees were affected.  an additional 3,000 employees of the former Department of Health Services (DHS) were also affected.  Names, Social Security numbers, addresses, dates of birth, ethnicity, addresses of individuals listed as next of kin of employees and other workers' compensation information was exposed. ",Databreaches.net,,2011,38.581571999999994,-121.4944,Others,Mixed,Offline,Local,West,West,16,non_F_regulated,Others,0.010822902668334185,10.0,7,1,17.0,11.0,18.0,6.0,21.0
2011-06-24,"Harrisburg Project, West Aurora School District, Kaneland School District",Illinois,PORT,EDU,10000,"Two laptops were stolen from a car on or around June 7.  The laptops were from an Illinois State Board of Education (ISBE) subcontractor called Harrisburg Project.  The ISBE uses the Harrisburg Project as a subcontractor for special education reimbursement purposes. The laptops contained the personal information of over 10,000 students and staff from northern Illinois.  Employees were using the laptops for training in data entry.UPDATE (6/29/2011): It appears that both student and staff Social Security numbers were on the laptops.  Additionally, student names, dates of birth, residential school district and other educational information were on the laptops.  Staff names, demographics, teacher certification numbers and work assignments were on the laptops.",Databreaches.net,,2011,42.110304,-88.03424,Others,Mixed,Offline,Local,Midwest,Midwest,13,F_regulated,Others,0.012025447409260205,10.0,7,8,17.0,18.0,25.0,8.333333333333334,2.3333333333333335
2011-07-03,Tuba City Regional Health Care Corporation,Arizona,PHYS,MED,2000,"Patient dietician treatment cards were discovered missing.  The cards contained patient names, dates of birth, phone numbers, medical record numbers, treatment plans, progress notes, medications, diagnoses, procedures, heights, weights, visit dates, and other diagnostic findings.  Tuba City Regional suspects that the cards were misplaced during a relocation and inadvertently destroyed in the facility's trash compactor.  The approximate date of the disappearance was not reported; but the discovery was made on or around April 1, 2011.",HHS via PHIPrivacy.net,,2011,36.134993,-111.23986299999999,Others,Mixed,Offline,Local,West,Southwest,13,F_regulated,Others,0.002405089481852041,10.0,7,10,17.0,20.0,27.0,9.0,3.0
2011-07-03,Cahaba Government Benefit Administrators LLC,Alabama,PHYS,BSO,13412,"On April 11, 2011, someone discovered that sensitive paper records had been disclosed to outside parties or accessed without authorization.  Centers for Medicare and Medicaid Services (CMS) uses Cahaba for administration of Medicare fee-for-service programs.",HHS via PHIPrivacy.net,,2011,33.520661,-86.80249,Others,Mixed,Offline,Local,South,Southeast,0,non_F_regulated,Others,0.01612853006529979,10.0,7,6,17.0,16.0,23.0,7.666666666666667,4.333333333333333
2011-07-07,Hurley Medical Center,Michigan,PORT,MED,1938,"A laptop was discovered missing in May.  It was held in a locked room in Hurley, but it was not encrypted or password protected.  The laptop contained the names, heights, weights, dates of birth, medical record numbers and lung function test results of 1,938 patients who visited Hurley between 2007 and May of 2011.  A total of 10 out of 150 of Hurley's laptops were not encrypted at the time of the discovery.",PHIPrivacy.net,,2011,43.012527,-83.68745600000001,Others,Mixed,Offline,Local,Midwest,Midwest,12,F_regulated,Others,0.002330531707914628,10.0,7,10,17.0,20.0,27.0,9.0,3.0
2011-07-03,Navos Mental Health Solutions,Washington,PHYS,MED,2700,"Paper records with sensitive information were misplaced, stolen, or improperly accessed sometime around March 15, 2011.",HHS via PHIPrivacy.net,,2011,47.60621,-122.332071,Others,Mixed,Offline,Local,West,West,14,F_regulated,Others,0.0032468708005002553,10.0,7,10,17.0,20.0,27.0,9.0,3.0
2011-07-05,Sutter Gould Medical Foundation (SGMF),California,PHYS,MED,1200,"Around 1,200 patient records were misplaced on May 27 and were buried in a landfill.  The box of records contained patient names, Social Security numbers, addresses, diagnostic test results, provider notes and correspondence, disability forms and insurance information.  An unnamed SGMF vendor is responsible for displacing the box.",PHIPrivacy.net,,2011,37.957702000000005,-121.29078,Others,Mixed,Offline,Local,West,West,16,F_regulated,Others,0.0014430536891112246,10.0,7,10,17.0,20.0,27.0,9.0,3.0
2011-07-01,Colorado Department of Health Care Policy and Financing (HCPF),Colorado,PORT,GOV,3590,"A disk with the information of medical-aid applicants was lost on its way between HCPF and another agency. It contained applicant names, state identification numbers, and addresses. The disk was discovered missing on May 6.",PHIPrivacy.net,,2011,39.739154,-104.984703,Others,Mixed,Offline,Local,West,West,13,non_F_regulated,Others,0.004317135619924414,10.0,7,1,17.0,11.0,18.0,6.0,21.0
2011-06-30,Blue Cross and Blue Shield of Florida (BCBSF),Florida,DISC,MED,3500,"An April 2011 mailing error caused 3,500 member healthcare statements to be mailed to incorrect addresses.  The statements were mailed to the former addresses of members and contained names, insurance numbers, diagnoses codes and descriptions, procedure codes and descriptions, prescription names and provider names.",PHIPrivacy.net,,2011,30.332184,-81.655651,Others,Insider,Others,Network,South,Southeast,14,F_regulated,Others,0.004208906593241072,10.0,1,10,11.0,20.0,21.0,7.0,27.0
2011-07-08,Kiplinger Washington Editors Inc.,District Of Columbia,HACK,BSO,142000,"A computer breach was discovered on June 25.  Hackers may have obtained encrypted customer credit card numbers, user names and passwords.",Databreaches.net,,2011,38.895112,-77.036366,Hacker,Outsider,Online,Network,Non_US,Non_US,0,non_F_regulated,Others,0.1707613532114949,10.0,10,6,20.0,16.0,26.0,8.666666666666666,5.333333333333334
2011-07-07,"Morgan Stanley Smith Barney, New York State Department of Taxation and Finance",New York,PORT,BSF,34000,"Two CD-ROMs were lost after being mailed from Morgan Stanley to the New York State Department of Taxation and Finance.  It is not clear if the CDs were never shipped, fell out of the packaging during shipping, or were lost after being received by the New York State Department of Taxation and Finance. The affected Morgan Stanely clients had their names, addresses, account and tax identification numbers, and income earned on Morgan Stanley investments in 2010 exposed.  Some clients also had their Social Security numbers exposed.  ",Databreaches.net,,2011,42.652578999999996,-73.756232,Others,Mixed,Offline,Local,Northeast,Northeast,14,F_regulated,Others,0.0408865211914847,10.0,7,9,17.0,19.0,26.0,8.666666666666666,2.3333333333333335
2011-07-07,Clark College,Washington,HACK,EDU,250,"An unauthorized access resulted in the exposure of faculty, student and staff information.  Student names and identification numbers were exposed.  The types of faculty and staff information that may have been exposed were not reported.",Databreaches.net,,2011,45.638728,-122.66148600000001,Hacker,Outsider,Online,Network,West,West,14,F_regulated,Others,0.0003006361852315051,10.0,10,8,20.0,18.0,28.0,9.333333333333334,1.3333333333333335
2011-07-07,The Tech,California,HACK,BSO,800,"A hacker broke into three older files on the Museum's computer system.  Member names, email addresses, home addresses and phone numbers were posted on Twitter for a period of time.  People who signed up for membership events in 2006 and nominees for the Museum's tech awards in 2009 were among those affected.",Databreaches.net,,2011,37.339386,-121.89495600000001,Hacker,Outsider,Online,Network,West,West,16,non_F_regulated,Others,0.0009620357927408164,10.0,10,6,20.0,16.0,26.0,8.666666666666666,5.333333333333334
2011-07-12,Colorado Springs Hospital - Memorial Health System,Colorado,INSD,MED,2500,"A nurse from the occupational health clinic accessed the records of 2,500 Memorial Hospital patients without cause.  The nurse had access to patient records through Physician Link, but was not a Memorial employee, and had no medical or work-related reason for accessing the records. She was fired and claims to have used the database to look up contact information for family and friends, as well as for other reasons. The nurse also feels that she was singled out and claims that many other employees in the medical community use databases in this way.",PHIPrivacy.net,,2011,38.833882,-104.821363,Others,Insider,Others,Others,West,West,13,F_regulated,Others,0.0030063618523150514,10.0,7,10,17.0,20.0,27.0,9.0,3.0
2011-07-15,Psychiatric Times,Minnesota,DISC,BSO,1400,Users who responded to a survey on ethical dilemmas may have had their names and email addresses exposed for approximately 16 hours.  The survey results were posted on the Psychiatry Times website on June 7th.  The website post contained a link to the responses to the survey questions.  This somehow provided enough information for the names and emails or respondents to be determined.  The link was deleted and the survey was disabled shortly after the discovery.  Users were notified of the error on June 10.,PHIPrivacy.net,,2011,44.979965,-93.263836,Others,Insider,Others,Network,Midwest,Midwest,13,non_F_regulated,Others,0.0016835626372964287,10.0,1,6,11.0,16.0,17.0,5.666666666666667,20.333333333333336
2011-07-16,"College Choice, UPromise Investments",Indiana,INSD,BSF,300,"An employee with College Choice's program manager UPromise Investments accessed names, Social Security numbers, dates of birth and other contact information for seven months while on the job.  The former employee was in charge of withdrawals and deposits.  It does not appear that the employee was able to withdraw money from any of the accounts in the Indiana plan.  Security measures were in place that prevented the employee from printing or emailing the information.",Databreaches.net,,2011,39.768377,-86.15804200000001,Others,Insider,Others,Others,Midwest,Midwest,13,F_regulated,Others,0.00036076342227780615,10.0,7,9,17.0,19.0,26.0,8.666666666666666,2.3333333333333335
2011-07-18,Beth Israel Deaconess Medical Center,Massachusetts,HACK,MED,2012,"A vendor failed to restore computer security controls following routine maintenance.  A virus was later discovered on a computer that contained names, medical record numbers, genders, dates of birth, and the date and name of radiology procedures for patients.  The virus transmitted encrypted data files to an unknown location.  The computer was cleaned and had its software re-installed to clear the virus. ",PHIPrivacy.net,,2011,42.358431,-71.05977299999999,Hacker,Outsider,Online,Network,Northeast,Northeast,12,F_regulated,Others,0.0024195200187431534,10.0,10,10,20.0,20.0,30.0,10.0,0.0
2011-07-21,StudentCity.com,Massachusetts,HACK,BSR,266,"Several customers reported problems with their credit and ATM cards after purchasing vacation trips on the website.  Customer names, passport numbers and dates of birth were also exposed.  The breach appears to be the result of a hacking attack.  StudentCity.com first became aware of the problem on June 9.  Though 266 New Hampshire residents were affected by the breach, the total number of affected US customers was not reported.",Databreaches.net,,2011,42.527873,-70.928661,Hacker,Outsider,Online,Network,Northeast,Northeast,12,non_F_regulated,Others,0.00031987690108632147,10.0,10,3,20.0,13.0,23.0,7.666666666666667,16.333333333333336
2011-07-20,Swedish Medical Center,Washington,DISC,MED,19799,"The full names and Social Security numbers of current and former employees were accessible online for nearly nine weeks. Employees who worked for Swedish, but not Swedish Physician Division,  in 1994, 1995, 2002, 2003, 2004 and 2006 had their information posted sometime between the middle of April and June 17, 2011. The cause of the accidental disclosure was not reported.",Databreaches.net,,2011,47.60621,-122.332071,Others,Insider,Others,Network,West,West,14,F_regulated,Others,0.023809183325594282,10.0,1,10,11.0,20.0,21.0,7.0,27.0
2011-07-14,Sky Harbor PHX,Arizona,CARD,BSO,10,At least 10 TSA employees who worked at the same terminal had their financial information stolen when they used their credit or debit cards at a compromised machine.  Investigators are unsure of the scope of the breach.,Databreaches.net,,2011,33.448377,-112.074037,Others,Outsider,Online,Network,West,Southwest,13,non_F_regulated,Others,1.2025447409260205e-05,9.999546021312975,10,6,19.999546021312973,15.999546021312975,25.999546021312973,8.666515340437657,5.332728097116183
2010-01-01,Ashley and Gray DDS,Missouri,STAT,MED,9309,Patients were notified on that a computer or laptop was stolen.  The protected health information of patients was on the computer. The location of the theft was not reported.,Dataloss DB,,2010,39.091116,-94.41550699999999,Others,Mixed,Others,Local,Midwest,Midwest,10,F_regulated,Others,0.011194488993280325,10.0,7,10,17.0,20.0,27.0,9.0,3.0
2010-01-03,Eastern Bank,Massachusetts,DISC,BSF,2499,"The bank account information of 2,499 customers was incorrectly mailed.",Dataloss DB,,2010,42.466763,-70.949494,Others,Insider,Others,Network,Northeast,Northeast,12,F_regulated,Others,0.0030051593075741253,10.0,1,9,11.0,19.0,20.0,6.666666666666667,24.333333333333332
2010-01-19,Minnesota Department of Labor & Industry,Minnesota,INSD,GOV,759,"It was discovered that an hourly employee of 19 years was forging checks by using the information of companies who were fined for OSHA violations.  The employee had handled checks for 12 years and may have been involved in a larger fraud operation.  The employee was arrested and fraudulently obtained less than a thousand dollars on average from each company.  A total of 759 companies who paid OSHA fines between January 1, 2009 and November 18, 2010 were affected.  One business owner discovered that a fraudulent check had been cashed for $745 after he paid an OSHA fine of $315.",Dataloss DB,,2010,44.954167,-93.113889,Others,Insider,Others,Others,Midwest,Midwest,13,non_F_regulated,Others,0.0009127314583628496,10.0,7,1,17.0,11.0,18.0,6.0,21.0
2010-01-06,Association of the Blind and Visually Impaired (ABVI),Michigan,INSD,NGO,50,"The names, addresses and bank account numbers of people who wrote checks to the ABVI were misused by a former employee in 2008 and 2009.  The employee was part of a larger check fraud and identity theft operation that was uncovered by police. Clients and donors generally had fewer than one thousand dollars taken from their accounts.",Dataloss DB,,2010,42.963359999999994,-85.668086,Others,Insider,Others,Others,Midwest,Midwest,12,non_F_regulated,Others,6.012723704630103e-05,10.0,7,1,17.0,11.0,18.0,6.0,21.0
2010-01-29,Curian Capital,Colorado,DISC,BSF,706,"On January 19, 2010, a technical error caused client data to be mismatched during a posting of routine fee statements to the secure online filing cabinets of individual financial professionals.  A limited number of customer fee statements which included client names, Curian account numbers and account balances, and Social Security numbers were made available to other clients for less than a day. ",Dataloss DB,,2010,39.739154,-104.984703,Others,Insider,Others,Network,West,West,13,F_regulated,Others,0.0008489965870937705,10.0,1,9,11.0,19.0,20.0,6.666666666666667,24.333333333333332
2011-06-24,RxAmerica and Accendo Insurance Company,Utah,DISC,MED,176300,"Medicare Part D beneficiaries enrolled in Prescription Drug Plans may have had their information exposed.  A formatting mistake made member names, ID numbers, drug names and dates of birth viewable through the envelope window of letters sent.UPDATE (7/27/2011): Current and former Molina Medicare, Healthy Advantage HMO SNP, and ChoicePartners Medicare HMO members were also affected.UPDATE (10/28/2011): An additional 1,378 Windsor Health Plan enrollees were affected as well.",PHIPrivacy.net,,2011,40.760779,-111.891047,Others,Insider,Others,Network,West,West,12,F_regulated,Others,0.21200863782525742,10.0,1,10,11.0,20.0,21.0,7.0,27.0
2011-06-17,"Platte Valley Medical Center (PVMC), Centura Health",Colorado,PHYS,MED,265,"A contract nurse who was employed by PVMC between May of 2010 and January of 2011 misused patient information.  At least 76 PVMC patients became victims of identity theft.  The nurse was employed at multiple locations.  The former employee may have accessed a total of 142 patient records while at PVMC, and 123 while working in the Centura Health system. He faces 90 felony counts related to illegally accessing patient files and identity theft.",PHIPrivacy.net,,2011,39.985262,-104.820528,Others,Mixed,Offline,Local,West,West,13,F_regulated,Others,0.00031867435634539543,10.0,7,10,17.0,20.0,27.0,9.0,3.0
2011-07-30,Nyack Hospital,New York,PORT,MED,1400,"The hospital theft of a hard drive resulted in the exposure of current and former employee information.  The names, Social Security numbers, addresses, dates of birth and other information related to employees and their families were on a human resources department computer.  A flood on June 23 caused the HR department to temporarily relocate.  Workers returned on July 6 and discovered that the hard drive had been stolen.  The information dates back at least 12 years.",Databreaches.net,,2011,41.090652,-73.91791500000001,Others,Mixed,Offline,Local,Northeast,Northeast,14,F_regulated,Others,0.0016835626372964287,10.0,7,10,17.0,20.0,27.0,9.0,3.0
2011-07-30,Belmont Savings Bank (BSB),Massachusetts,PORT,BSF,13000,"Belmont Savings Bank has agreed to pay a fine of $7,500 related to a consumer data breach case with the Massachusetts attorney general's office.  In May, a bank employee left a backup tape on a desk rather than storing it.  A cleaning crew disposed of the tape later that night.  Names, Social Security numbers and account numbers were exposed.  The tape contained the personal information of over 13,000 customers, but is believed to have been incinerated after disposal along with other sensitive materials from BSB.",Databreaches.net,,2011,42.358431,-71.05977299999999,Others,Mixed,Offline,Local,Northeast,Northeast,12,F_regulated,Others,0.015633081632038266,10.0,7,9,17.0,19.0,26.0,8.666666666666666,2.3333333333333335
2011-07-26,University of Nevada - Las Vegas (UNLV),Nevada,HACK,EDU,2000,Current and former UNLV employees may have been affected by a breach.  It is possible that an unauthorized user gained access to a former employee's computer in December of 2008.  Employee information that included Social Security numbers would have been exposed.  The potential breach was discovered in 2011 during maintenance on a computer in UNLV's Controller's Office.,Databreaches.net,,2011,36.114646,-115.172816,Hacker,Outsider,Online,Network,West,West,14,F_regulated,Others,0.002405089481852041,10.0,10,8,20.0,18.0,28.0,9.333333333333334,1.3333333333333335
2011-07-26,"Lincoln National Life Insurance Company, Lincoln Life & Annuity Company of New York",New York,DISC,BSF,705,"On April 29, an employee accidentally attached a sensitive file to an encrypted email that was sent to a third-party payroll provider.  It contained the names and Social Security numbers of pension plan participants of multiple payroll vendors.  The error was discovered on May 17, and notifications were sent in July.",Databreaches.net,,2011,40.714353,-74.005973,Others,Insider,Others,Network,Northeast,Northeast,14,F_regulated,Others,0.0008477940423528445,10.0,1,9,11.0,19.0,20.0,6.666666666666667,24.333333333333332
2011-07-30,Chase Bank,California,CARD,BSF,950,"A man was charged with using a skimming device to take over $200,000 from customer accounts.  He was arraigned on 45 counts of identity theft, grant theft, burglary, making fake ID cards and causing losses that exceeded $200,000.  He was caught when bank investigators discovered that someone was installing an ATM skimming device on the door of the bank's ATM lobby every Saturday after closing.  The device was then removed by the thief early on Mondays.  This happened for at least six consecutive weeks.  Hidden cameras were also used to record customer pins at the ATMs.  Agents were able to arrest the man as he returned to retrieve the skimming device.",Media,,2011,32.95949,-117.115311,Others,Outsider,Online,Network,West,West,16,F_regulated,Others,0.0011424175038797196,10.0,10,9,20.0,19.0,29.0,9.666666666666666,0.3333333333333333
2011-08-02,SilverPop,Georgia,PORT,BSO,884,A laptop that contained information related to SilverPop's Health and Welfare Plan was stolen on April 15.  Affected individuals may have had their protected health information exposed.,HHS via PHIPrivacy.net,,2011,33.748995,-84.387982,Others,Mixed,Offline,Local,South,Southeast,14,non_F_regulated,Others,0.001063049550978602,10.0,7,6,17.0,16.0,23.0,7.666666666666667,4.333333333333333
2011-08-01,Mills-Peninsula Medical Center,California,INSD,MED,1438,"A relative of a mail room employee discovered sensitive documents at the employee's residence and returned them in June of 2011.  The employee had taken home medical documents between November of 2009 and September of 2010.  The records consisted of patient names and diagnostic test results.  Fifteen of the documents included patient addresses and insurance identification or Social Security numbers.  The employee was fired.  UPDATE (10/22/2011): A total of 1,438 people were affected by the breach.  The former employee was charged with embezzlement and forgery.  She claims that she was overwhelmed with sorting the documents at work and that she planned to dispose of them properly.",PHIPrivacy.net,,2011,37.584103000000006,-122.366083,Others,Insider,Others,Others,West,West,16,F_regulated,Others,0.0017292593374516176,10.0,7,10,17.0,20.0,27.0,9.0,3.0
2011-08-05,"The Brigham, Women's/Faulkner Hospital",Massachusetts,PORT,MED,638,"A physician who worked for both hospitals left an external hard drive in a piece of luggage.  The luggage was lost in a cab on or around June 21. Information related to inpatient hospital stays from July 10, 2009, to January 28, 2011, may have been on the hard drive.  The types of information that could have been on the device include patient names, medical record numbers, dates of admission, medications, and information about diagnosis and treatment.",PHIPrivacy.net,,2011,42.358431,-71.05977299999999,Others,Mixed,Offline,Local,Northeast,Northeast,12,F_regulated,Others,0.0007672235447108011,10.0,7,10,17.0,20.0,27.0,9.0,3.0
